,Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,3P%,2P%,FT%,TmNetRtg,Next Rtg,Next WS,Veteran Value,VV Class,Starters
1129,2015,Boris Diaw,PF,32.0,SAS,81.0,1984.0,12.7,0.526,0.267,0.147,4.5,15.2,17.9,0.9,0.9,15.8,18.3,1.3,2.3,3.6,0.088,-0.6,0.7,0.32,0.512,0.774,6.3,11.1,3.8,500.0,0,0
1130,2015,Tim Duncan,C,38.0,SAS,77.0,2227.0,22.6,0.56,0.009,0.38,8.8,26.7,16.8,1.4,5.1,12.1,22.2,4.9,4.7,9.6,0.207,0.8,4.7,0.286,0.514,0.74,6.3,11.1,5.2,10.90909090909091,0,1
1131,2015,Manu Ginobili,SG,37.0,SAS,70.0,1587.0,16.2,0.544,0.438,0.346,2.0,12.8,28.6,2.2,0.9,18.5,23.9,1.4,2.3,3.7,0.111,1.4,0.3,0.345,0.489,0.721,6.3,11.1,3.8,500.0,0,1
1132,2015,Tony Parker,PG,32.0,SAS,68.0,1953.0,15.9,0.539,0.107,0.2,0.9,6.5,28.7,1.2,0.1,13.9,24.5,2.4,1.7,4.1,0.1,0.2,-2.2,0.427,0.493,0.783,6.3,11.1,5.8,1774.9999999999995,0,1
1134,2015,Randy Foye,SG,31.0,DEN,50.0,1087.0,11.0,0.51,0.654,0.137,0.9,7.8,17.0,1.6,0.8,12.3,19.3,0.6,0.4,1.0,0.045,0.7,-1.8,0.357,0.388,0.818,-3.3,-3.3,0.0,17.749999999999996,0,0
1136,2015,LeBron James,SF,30.0,CLE,69.0,2493.0,25.9,0.577,0.265,0.413,2.4,16.6,38.6,2.3,1.6,15.3,32.3,7.4,2.9,10.4,0.199,6.2,1.2,0.354,0.536,0.71,4.8,6.3,13.6,769.2307692307692,0,1
1142,2015,Luis Scola,PF,34.0,IND,81.0,1659.0,16.8,0.515,0.031,0.352,9.3,25.6,11.0,1.5,0.8,11.3,22.8,1.7,2.7,4.4,0.126,-1.5,0.7,0.25,0.474,0.699,0.2,1.6,3.3,-625.0000000000005,1,1
1144,2015,David West,PF,34.0,IND,66.0,1895.0,16.0,0.508,0.029,0.235,6.4,19.7,20.1,1.3,2.0,13.7,21.0,1.4,2.8,4.3,0.108,-0.7,2.4,0.2,0.479,0.739,0.2,1.6,5.4,3581.3953488372113,0,1
1145,2015,Jason Terry,SG,37.0,HOU,77.0,1641.0,11.4,0.579,0.724,0.108,1.0,7.1,13.8,2.0,0.9,13.7,14.3,2.0,1.5,3.6,0.104,0.3,-0.7,0.39,0.504,0.813,3.4,0.0,1.5,-8166.666666666667,1,1
1146,2016,Arron Afflalo,SG,30.0,NYK,71.0,2371.0,10.9,0.531,0.298,0.164,1.1,11.0,9.9,0.5,0.3,8.7,17.9,1.8,0.9,2.7,0.055,-0.6,-1.8,0.382,0.469,0.84,-2.8,-3.6,1.4,2.4048582995951406,0,0
1147,2016,Carmelo Anthony,SF,31.0,NYK,72.0,2530.0,20.3,0.53,0.237,0.308,4.3,19.5,21.9,1.3,1.1,10.6,29.7,3.9,2.5,6.4,0.121,2.8,-0.2,0.339,0.463,0.829,-2.8,-3.6,4.7,4.359133126934983,0,1
1149,2016,LaMarcus Aldridge,PF,30.0,SAS,74.0,2261.0,22.4,0.565,0.015,0.289,9.2,22.2,8.1,0.9,2.8,7.8,25.9,5.6,4.5,10.1,0.215,0.7,1.1,0.0,0.521,0.858,11.1,7.4,7.3,4.176691729323308,0,1
1150,2016,Boris Diaw,PF,33.0,SAS,76.0,1386.0,14.0,0.582,0.18,0.198,4.9,13.9,18.4,1.0,1.2,18.9,17.0,1.6,2.2,3.8,0.132,-0.1,1.4,0.362,0.564,0.737,11.1,7.4,1.1,1.6296296296296293,0,0
1152,2016,Manu Ginobili,SG,38.0,SAS,58.0,1134.0,17.8,0.573,0.411,0.257,2.7,11.7,23.6,3.0,0.8,17.0,23.6,1.5,2.3,3.8,0.16,2.3,1.3,0.391,0.496,0.813,11.1,7.4,3.0,32.45833333333335,0,1
1153,2016,Tony Parker,PG,33.0,SAS,72.0,1980.0,16.2,0.546,0.092,0.241,1.0,8.8,29.1,1.4,0.4,14.3,21.2,2.9,2.9,5.8,0.142,0.4,-0.3,0.415,0.501,0.76,11.1,7.4,3.0,14.154761904761909,0,1
1155,2016,Tony Allen,SG,34.0,MEM,64.0,1620.0,12.9,0.505,0.09,0.294,7.0,14.1,6.9,3.5,1.0,12.8,16.8,0.5,1.9,2.4,0.072,-1.5,1.4,0.357,0.468,0.652,-2.4,0.5,3.1,683.3333333333335,0,1
1156,2016,Matt Barnes,SF,35.0,MEM,76.0,2190.0,11.7,0.503,0.534,0.199,4.2,18.3,11.6,1.8,2.4,13.8,17.9,0.4,2.2,2.6,0.056,-0.4,0.8,0.322,0.449,0.804,-2.4,0.5,1.0,11.10416666666667,0,1
1157,2016,Vince Carter,SG,39.0,MEM,60.0,1005.0,12.7,0.52,0.493,0.245,3.4,13.6,8.9,1.9,1.5,8.4,18.5,1.0,0.8,1.8,0.084,-0.1,-1.2,0.349,0.425,0.833,-2.4,0.5,4.0,683.3333333333335,0,1
1158,2016,Marc Gasol,C,31.0,MEM,52.0,1791.0,17.7,0.528,0.004,0.347,3.5,20.2,18.9,1.4,3.6,12.7,23.4,1.8,1.9,3.7,0.098,-0.7,1.7,0.667,0.463,0.829,-2.4,0.5,7.7,12499.999999999998,0,1
1159,2016,Courtney Lee,SG,30.0,MEM,51.0,1489.0,11.7,0.556,0.329,0.22,1.4,7.9,8.1,1.8,1.0,9.6,15.3,1.5,0.8,2.2,0.072,-0.2,-0.7,0.37,0.502,0.826,-2.4,0.5,4.2,10511.363636363636,0,0
1160,2016,Zach Randolph,PF,34.0,MEM,68.0,2016.0,18.3,0.519,0.029,0.238,9.7,20.7,12.9,1.1,0.6,9.5,24.6,2.8,1.5,4.3,0.103,0.3,-1.1,0.231,0.482,0.796,-2.4,0.5,3.2,-4476.744186046511,1,1
1161,2016,Trevor Ariza,SF,30.0,HOU,81.0,2859.0,12.9,0.551,0.581,0.187,2.6,11.6,10.0,2.8,0.8,10.8,15.7,3.1,2.3,5.4,0.09,1.2,0.3,0.371,0.478,0.783,0.0,5.7,6.0,1944.4444444444428,0,1
1162,2016,Dwight Howard,C,30.0,HOU,71.0,2280.0,18.9,0.604,0.01,0.79,11.4,29.1,7.0,1.5,4.1,17.0,18.4,3.5,3.1,6.6,0.138,-1.1,1.8,0.0,0.626,0.489,0.0,5.7,8.3,26.851851851851855,0,1
1166,2016,Andre Iguodala,SF,32.0,GSW,65.0,1732.0,12.2,0.565,0.418,0.226,3.4,12.4,16.3,2.0,0.8,16.3,12.1,2.3,2.1,4.4,0.122,0.3,1.3,0.351,0.57,0.614,10.6,11.4,6.9,26.851851851851855,0,1
1167,2016,Shaun Livingston,PG,30.0,GSW,78.0,1520.0,13.8,0.581,0.032,0.245,3.2,8.5,21.0,1.8,1.3,15.7,14.2,2.9,1.7,4.6,0.145,-0.6,0.1,0.167,0.548,0.86,10.6,11.4,2.6,0.6175925925925927,0,0
1168,2016,Brandon Rush,SG,30.0,GSW,72.0,1055.0,10.1,0.56,0.604,0.108,2.3,15.4,7.0,0.9,1.6,10.8,12.5,0.8,1.2,2.0,0.09,-1.2,-0.2,0.414,0.447,0.643,10.6,11.4,0.4,0.3356481481481482,0,0
1170,2016,Raymond Felton,PG,31.0,DAL,80.0,2192.0,11.9,0.502,0.312,0.258,1.8,11.1,20.3,1.6,0.6,13.7,18.4,1.0,1.7,2.7,0.059,-1.1,0.2,0.282,0.463,0.847,-0.4,-3.0,2.0,0.48214285714285676,0,0
1171,2016,Devin Harris,PG,32.0,DAL,64.0,1280.0,13.1,0.559,0.422,0.374,1.5,10.3,14.5,2.4,0.8,13.2,17.9,1.2,1.3,2.5,0.095,-0.1,0.4,0.329,0.532,0.721,-0.4,-3.0,2.2,1.0416666666666667,0,0
1172,2016,Dirk Nowitzki,PF,37.0,DAL,75.0,2364.0,19.0,0.555,0.308,0.252,2.4,20.3,10.1,1.1,1.8,6.4,25.5,4.2,2.6,6.8,0.138,1.2,-0.3,0.368,0.483,0.893,-0.4,-3.0,2.5,1.6957130848977306,0,1
1173,2016,Zaza Pachulia,C,31.0,DAL,76.0,2004.0,16.2,0.55,0.006,0.587,13.7,25.7,9.7,1.6,0.9,16.8,16.2,3.4,2.7,6.0,0.145,-0.8,2.2,0.0,0.469,0.768,-0.4,-3.0,4.7,4.949026876737721,0,1
1174,2016,Deron Williams,PG,31.0,DAL,65.0,2106.0,14.6,0.53,0.364,0.266,1.0,8.9,29.3,1.5,0.6,14.8,22.0,2.2,1.4,3.7,0.083,0.9,-1.0,0.344,0.454,0.869,-0.4,-3.0,1.8,2.0881420418516172,0,0
1183,2016,Pau Gasol,C,35.0,CHI,72.0,2291.0,21.7,0.529,0.069,0.29,7.3,28.7,21.7,0.9,4.7,12.8,24.6,3.2,3.9,7.1,0.149,0.5,3.5,0.348,0.478,0.792,-1.4,0.3,6.4,-1017.380881030865,1,1
1185,2016,Jamal Crawford,SG,35.0,LAC,79.0,2126.0,14.0,0.529,0.366,0.289,1.0,6.3,14.0,1.2,0.4,9.6,24.9,1.8,1.5,3.3,0.076,-0.2,-2.4,0.34,0.44,0.904,4.5,4.4,1.9,-4377.820760799484,1,1
1186,2016,Chris Paul,PG,30.0,LAC,74.0,2420.0,26.2,0.575,0.295,0.294,1.8,12.0,52.7,3.1,0.4,13.4,27.1,9.2,3.5,12.7,0.253,7.3,0.5,0.371,0.501,0.896,4.5,4.4,10.6,1.255166217430368,0,1
1188,2016,J.J. Redick,SG,31.0,LAC,75.0,2097.0,17.5,0.632,0.478,0.233,0.5,6.6,8.6,1.0,0.2,7.4,22.6,5.3,1.4,6.7,0.154,3.5,-2.7,0.475,0.484,0.888,4.5,4.4,4.8,0.7318768619662359,0,1
1190,2016,Marcin Gortat,C,31.0,WAS,75.0,2256.0,19.0,0.592,0.001,0.271,10.8,26.3,7.5,1.0,3.4,12.4,18.9,4.2,3.1,7.3,0.156,-0.5,1.7,0.0,0.567,0.705,-0.5,1.7,6.8,3.0301886792452817,0,1
1191,2016,Nene Hilario,PF,33.0,WAS,57.0,1094.0,16.8,0.564,0.008,0.482,5.2,21.6,14.1,2.4,1.9,14.0,21.6,1.1,1.6,2.7,0.12,-1.6,1.8,0.0,0.549,0.578,-0.5,1.7,4.1,20.754716981132066,0,1
1192,2016,Monta Ellis,SG,30.0,IND,81.0,2734.0,13.7,0.504,0.276,0.202,1.7,9.1,22.2,2.7,1.1,15.4,21.2,0.4,3.9,4.3,0.075,-0.6,0.9,0.309,0.472,0.786,1.6,-0.2,1.1,0.2788915094339621,0,0
1194,2016,Jameer Nelson,PG,33.0,DEN,39.0,1036.0,9.5,0.464,0.469,0.114,2.0,10.4,27.3,1.2,0.4,17.0,16.4,0.1,0.4,0.5,0.024,-1.2,-1.9,0.299,0.429,0.857,-3.3,0.4,2.8,20.754716981132066,0,0
1195,2016,LeBron James,SF,31.0,CLE,76.0,2709.0,27.5,0.588,0.199,0.347,4.7,18.8,36.0,2.0,1.5,13.2,31.4,9.6,4.0,13.6,0.242,6.9,2.3,0.309,0.573,0.731,6.3,3.1,12.9,4.032345013477091,0,1
1196,2016,Richard Jefferson,SF,35.0,CLE,74.0,1326.0,9.7,0.585,0.554,0.279,1.3,9.6,6.4,1.3,0.9,10.9,13.4,1.4,1.3,2.7,0.099,-0.5,-0.3,0.382,0.554,0.667,6.3,3.1,2.1,-0.0,0,1
1197,2016,J.R. Smith,SG,30.0,CLE,77.0,2362.0,12.4,0.542,0.6,0.084,2.1,8.3,8.5,1.8,0.7,6.3,18.0,3.0,2.5,5.5,0.111,1.8,-0.4,0.4,0.438,0.634,6.3,3.1,0.8,-0.0,0,1
1199,2016,Paul Millsap,PF,30.0,ATL,81.0,2647.0,21.3,0.556,0.218,0.383,8.4,21.5,16.4,2.7,4.1,13.3,24.3,4.1,6.0,10.1,0.183,1.1,4.2,0.319,0.512,0.757,3.9,-0.7,6.4,-0.0,0,1
1200,2016,Thabo Sefolosha,SF,31.0,ATL,75.0,1758.0,12.4,0.578,0.333,0.266,3.3,17.1,8.8,2.4,1.7,14.1,12.3,1.3,3.2,4.5,0.122,-1.7,2.8,0.339,0.589,0.626,3.9,-0.7,3.3,-0.0,0,0
1203,2016,Anthony Tolliver,PF,30.0,DET,72.0,1341.0,10.2,0.543,0.819,0.142,3.1,16.1,5.6,1.0,0.9,7.4,12.4,1.5,1.3,2.8,0.1,0.0,0.0,0.36,0.5,0.617,0.3,-1.4,2.3,-0.0,0,0
1206,2017,Rudy Gay,SF,30.0,SAC,30.0,1013.0,17.9,0.559,0.256,0.312,4.0,17.5,13.9,2.2,2.3,12.8,25.8,0.8,1.0,1.8,0.086,0.3,0.4,0.372,0.483,0.855,-4.2,-7.3,3.1,3611.111111111111,0,1
1208,2017,Anthony Tolliver,PF,31.0,SAC,65.0,1477.0,11.1,0.595,0.655,0.234,4.0,14.5,7.7,1.1,1.2,12.6,13.6,1.5,0.8,2.3,0.075,0.2,-0.8,0.391,0.537,0.744,-4.2,-7.3,5.3,6521.739130434783,0,0
1209,2017,LaMarcus Aldridge,PF,31.0,SAS,72.0,2335.0,18.6,0.532,0.053,0.258,8.6,16.6,9.9,1.0,3.1,7.7,24.5,3.5,3.7,7.3,0.149,-0.3,1.4,0.411,0.48,0.812,7.4,3.0,10.9,58.333333333333336,0,1
1210,2017,Pau Gasol,C,36.0,SAS,64.0,1627.0,20.2,0.578,0.172,0.305,7.6,26.8,14.7,0.8,3.5,10.6,21.3,3.3,3.1,6.4,0.189,0.9,2.8,0.538,0.494,0.707,7.4,3.0,6.0,9.333333333333325,0,1
1211,2017,Manu Ginobili,SG,39.0,SAS,69.0,1291.0,13.9,0.532,0.517,0.244,2.5,11.1,20.8,3.2,1.0,16.5,20.4,0.6,2.4,3.0,0.11,0.5,1.4,0.392,0.387,0.804,7.4,3.0,2.2,2.1875000000000004,0,1
1213,2017,Tony Parker,PG,34.0,SAS,63.0,1587.0,13.0,0.514,0.121,0.206,0.7,7.3,27.8,1.1,0.1,12.5,20.2,1.4,1.7,3.0,0.091,-1.2,-1.7,0.333,0.484,0.726,7.4,3.0,1.4,48.75,0,1
1215,2017,Vince Carter,SF,40.0,MEM,73.0,1799.0,11.7,0.542,0.604,0.235,2.2,12.5,11.5,1.7,1.9,8.5,14.9,1.9,2.1,4.0,0.106,0.1,0.9,0.378,0.418,0.765,0.5,-6.8,1.2,37.142857142857146,0,1
1216,2017,Marc Gasol,C,32.0,MEM,74.0,2531.0,20.2,0.554,0.231,0.286,2.6,18.7,24.8,1.4,3.7,11.3,26.4,4.2,3.5,7.7,0.145,2.1,2.2,0.388,0.48,0.837,0.5,-6.8,4.0,-394.9475182351899,1,1
1217,2017,Zach Randolph,PF,35.0,MEM,73.0,1786.0,18.5,0.49,0.098,0.2,11.3,27.4,13.5,1.1,0.5,8.6,29.2,0.8,2.4,3.2,0.086,-1.4,-0.7,0.223,0.474,0.731,0.5,-6.8,1.5,-885.4166666666665,1,1
1218,2017,Carmelo Anthony,SF,32.0,NYK,74.0,2538.0,17.9,0.535,0.303,0.263,2.6,15.9,14.5,1.2,1.1,9.0,29.1,3.2,1.5,4.7,0.089,1.5,-2.2,0.359,0.466,0.833,-3.6,-3.4,3.7,-36170.21276595745,1,1
1221,2017,Trevor Ariza,SF,31.0,HOU,80.0,2773.0,12.3,0.548,0.695,0.158,2.1,15.9,8.8,2.5,0.6,8.0,14.1,2.8,3.2,6.0,0.104,0.7,1.0,0.344,0.556,0.738,5.7,8.4,5.3,-19833.33333333334,1,1
1225,2017,Kyle Lowry,PG,30.0,TOR,60.0,2244.0,22.9,0.623,0.51,0.398,2.4,12.1,29.9,2.0,0.7,13.8,24.9,7.8,2.3,10.1,0.216,7.1,-0.4,0.412,0.518,0.819,4.3,7.7,10.2,192.51925192519184,0,1
1226,2017,Jamal Crawford,SG,36.0,LAC,82.0,2157.0,12.0,0.526,0.371,0.234,0.9,5.7,15.1,1.4,0.5,12.3,22.7,0.5,1.4,1.9,0.042,-1.0,-2.1,0.36,0.444,0.857,4.4,0.2,1.3,0.7177777777777776,0,1
1227,2017,Raymond Felton,PG,32.0,LAC,80.0,1700.0,10.9,0.496,0.28,0.125,2.2,11.8,16.3,2.0,1.1,13.3,16.5,0.2,1.8,2.0,0.055,-1.8,0.9,0.319,0.473,0.781,4.4,0.2,2.2,22.666666666666657,0,0
1229,2017,Chris Paul,PG,31.0,LAC,61.0,1921.0,26.2,0.614,0.385,0.331,2.5,14.9,46.8,3.1,0.3,14.0,24.4,8.0,2.6,10.6,0.264,7.8,1.0,0.411,0.518,0.892,4.4,0.2,10.2,6.006666666666659,0,1
1230,2017,J.J. Redick,SG,32.0,LAC,78.0,2198.0,14.8,0.599,0.526,0.227,0.6,7.9,7.8,1.3,0.5,9.1,21.9,3.3,1.5,4.8,0.105,2.0,-2.0,0.429,0.462,0.891,4.4,0.2,6.6,2666.666666666667,0,1
1236,2017,George Hill,PG,30.0,UTA,49.0,1544.0,19.3,0.599,0.384,0.323,1.8,10.5,22.6,1.7,0.6,10.9,23.5,4.0,1.9,5.9,0.182,3.8,-0.3,0.403,0.523,0.801,4.3,4.4,2.1,0.931578947368421,0,1
1238,2017,Goran Dragic,PG,30.0,MIA,73.0,2459.0,19.7,0.575,0.257,0.335,2.7,9.9,29.0,1.8,0.4,14.1,27.1,5.0,2.6,7.5,0.147,3.4,-0.7,0.405,0.499,0.79,1.0,0.4,5.3,9.375,0,1
1252,2017,Wesley Matthews,SG,30.0,DAL,73.0,2495.0,11.9,0.533,0.566,0.211,0.8,11.8,13.6,1.6,0.6,9.9,19.4,1.0,2.1,3.1,0.06,0.2,-0.1,0.363,0.432,0.816,-3.0,-2.9,2.6,17.05,0,0
1253,2017,Dirk Nowitzki,PF,38.0,DAL,54.0,1424.0,17.0,0.529,0.308,0.165,1.8,28.3,10.6,1.1,2.4,6.6,25.8,0.6,1.9,2.5,0.084,-1.6,0.3,0.378,0.463,0.875,-3.0,-2.9,4.8,190.9090909090909,0,1
1255,2017,Al Horford,C,30.0,BOS,68.0,2193.0,17.7,0.553,0.302,0.169,4.9,18.6,24.4,1.2,3.3,11.9,19.8,3.6,2.7,6.3,0.137,1.0,2.1,0.355,0.524,0.8,2.6,3.6,7.8,190.9090909090909,0,1
1257,2017,Paul Millsap,PF,31.0,ATL,69.0,2343.0,17.8,0.542,0.248,0.417,5.3,19.5,17.9,1.9,2.3,12.1,24.4,2.6,3.8,6.4,0.132,0.5,2.1,0.311,0.486,0.768,-0.7,-5.7,2.5,1.1135531135531136,0,1
1259,2017,Andre Iguodala,SF,33.0,GSW,76.0,1998.0,14.4,0.624,0.427,0.246,3.0,13.1,16.7,1.8,1.5,11.2,11.2,4.1,2.9,6.9,0.167,1.3,1.7,0.362,0.651,0.706,11.4,5.9,3.2,1.2654440154440154,0,1
1260,2017,Shaun Livingston,PG,31.0,GSW,76.0,1345.0,10.1,0.568,0.009,0.19,2.4,9.4,13.5,1.4,1.2,15.1,12.9,1.1,1.6,2.6,0.094,-2.5,0.5,0.333,0.55,0.7,11.4,5.9,1.8,1.7278481012658224,0,0
1267,2018,LaMarcus Aldridge,C,32.0,SAS,75.0,2509.0,25.0,0.57,0.068,0.296,10.8,17.3,11.3,0.9,3.0,6.8,29.1,7.4,3.5,10.9,0.209,3.0,0.3,0.293,0.526,0.837,3.0,1.6,9.3,3.621835443037975,0,1
1269,2018,Rudy Gay,PF,31.0,SAS,57.0,1231.0,18.0,0.545,0.22,0.27,6.8,19.5,9.8,1.9,2.6,11.5,24.6,1.0,2.1,3.1,0.123,-0.7,1.0,0.314,0.516,0.772,3.0,1.6,4.4,53.16455696202531,0,1
1271,2018,Danny Green,SG,30.0,SAS,70.0,1791.0,11.4,0.509,0.57,0.116,2.5,13.0,8.9,1.8,3.7,11.2,16.6,0.1,2.9,2.9,0.078,-1.1,2.2,0.363,0.419,0.769,3.0,1.6,5.9,53.16455696202531,0,1
1275,2018,Trevor Ariza,SF,32.0,HOU,67.0,2269.0,11.8,0.567,0.71,0.137,1.7,12.9,6.8,2.1,0.5,7.0,14.4,2.6,2.8,5.3,0.113,0.8,0.7,0.368,0.519,0.854,8.4,4.8,1.9,1.558823529411765,0,1
1277,2018,Chris Paul,PG,32.0,HOU,58.0,1847.0,24.4,0.604,0.475,0.277,2.3,16.7,40.9,2.6,0.6,12.5,24.5,7.5,2.7,10.2,0.265,6.2,0.9,0.38,0.532,0.919,8.4,4.8,6.6,2.8333333333333335,0,1
1278,2018,P.J. Tucker,PF,32.0,HOU,82.0,2281.0,8.3,0.537,0.703,0.136,4.6,17.8,4.6,1.7,1.0,13.7,10.5,1.0,3.0,3.9,0.082,-1.5,1.5,0.421,0.585,0.858,8.4,4.8,5.0,829.5625942684771,0,0
1279,2018,D.J. Augustin,PG,30.0,ORL,75.0,1760.0,15.4,0.615,0.504,0.35,1.9,8.2,24.4,1.5,0.0,16.5,18.6,3.3,0.8,4.1,0.11,1.5,-2.5,0.419,0.485,0.868,-4.7,0.6,6.9,2008.6083213773331,0,1
1284,2018,Al Horford,C,31.0,BOS,72.0,2277.0,17.6,0.575,0.3,0.159,5.0,20.2,23.6,0.9,2.9,14.1,18.4,4.0,3.8,7.8,0.165,1.1,2.9,0.429,0.514,0.783,3.6,4.3,7.5,-113.12217194570135,1,1
1285,2018,Marco Belinelli,SG,31.0,ATL,52.0,1210.0,14.1,0.554,0.509,0.225,1.2,7.9,13.5,1.9,0.2,9.2,21.2,1.3,0.6,1.9,0.075,0.6,-2.3,0.372,0.45,0.927,-5.7,-5.5,2.5,928.7925696594432,0,0
1294,2018,Paul Millsap,PF,32.0,DEN,38.0,1143.0,17.0,0.549,0.26,0.37,6.4,17.6,13.6,1.7,3.2,12.6,22.0,1.4,1.1,2.5,0.106,0.0,0.7,0.345,0.506,0.696,1.4,4.0,6.1,1622.535211267607,0,1
1295,2018,Darren Collison,PG,30.0,IND,69.0,2018.0,18.8,0.61,0.321,0.226,2.1,7.8,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.181,3.1,-1.0,0.468,0.508,0.882,1.3,3.4,6.8,-118.60637509266131,1,1
1302,2018,James Johnson,PF,30.0,MIA,73.0,1943.0,15.8,0.575,0.301,0.264,3.5,17.2,22.5,1.8,2.2,17.2,19.1,2.2,2.8,4.9,0.122,-0.1,1.7,0.308,0.587,0.698,0.4,-0.4,1.5,-17080.06279434851,1,1
1314,2018,Joe Ingles,SF,30.0,UTA,82.0,2578.0,14.4,0.623,0.646,0.116,1.1,13.9,22.9,1.8,0.7,17.4,15.9,4.0,3.6,7.6,0.141,2.1,1.0,0.44,0.516,0.795,4.4,5.0,6.0,-3962.8482972136217,1,1
1319,2018,J.J. Redick,SG,33.0,PHI,70.0,2116.0,15.9,0.614,0.523,0.248,0.5,8.3,15.1,0.8,0.2,9.6,21.7,4.8,1.8,6.6,0.15,2.6,-2.6,0.071,0.393,0.444,4.6,2.6,5.9,-1996.4349376114062,1,1
1322,2018,Lou Williams,SG,31.0,LAC,79.0,2589.0,20.2,0.574,0.387,0.367,1.7,6.6,26.3,1.6,0.6,13.1,29.8,5.5,1.2,6.7,0.125,3.8,-2.9,0.359,0.484,0.88,0.2,1.0,5.1,-682.302771855011,1,1
1323,2018,Kyle Lowry,PG,31.0,TOR,78.0,2510.0,19.5,0.598,0.631,0.276,3.0,16.1,30.9,1.7,0.6,14.7,21.7,7.0,3.1,10.2,0.194,5.4,0.5,0.399,0.474,0.854,7.7,5.8,6.6,-1008.4033613445379,1,1
1326,2019,LaMarcus Aldridge,C,33.0,SAS,81.0,2687.0,22.9,0.576,0.032,0.312,10.3,19.8,11.6,0.8,3.4,8.8,26.9,6.4,2.9,9.3,0.167,2.4,-0.6,0.238,0.528,0.847,1.6,-0.9,4.5,-1474.6543778801845,1,1
1328,2019,Rudy Gay,PF,32.0,SAS,69.0,1842.0,17.5,0.583,0.247,0.197,3.8,23.9,14.7,1.4,1.6,12.3,22.1,2.2,2.2,4.4,0.115,0.8,0.6,0.402,0.537,0.816,1.6,-0.9,2.1,-1493.5064935064938,1,1
1329,2019,Patty Mills,PG,30.0,SAS,82.0,1908.0,13.2,0.572,0.609,0.155,1.4,8.9,17.6,1.3,0.4,11.6,18.5,2.2,1.2,3.5,0.087,0.4,-0.8,0.394,0.475,0.854,1.6,-0.9,2.8,-571.4285714285717,1,0
1332,2019,D.J. Augustin,PG,31.0,ORL,81.0,2269.0,15.7,0.616,0.459,0.309,1.9,7.8,26.9,1.1,0.1,14.3,17.2,5.0,1.9,6.9,0.146,1.1,-0.7,0.421,0.511,0.866,0.6,-1.3,2.9,-1656.314699792961,1,1
1333,2019,Patrick Beverley,PG,30.0,LAC,78.0,2137.0,11.8,0.561,0.591,0.258,3.9,15.0,18.4,1.5,1.6,13.8,12.2,2.8,2.0,4.8,0.108,-0.3,1.2,0.397,0.421,0.78,1.0,6.3,3.6,1.5189873417721522,0,1
1335,2019,Lou Williams,SG,32.0,LAC,75.0,1993.0,21.2,0.554,0.256,0.426,2.2,9.4,33.0,1.3,0.4,11.8,32.4,3.9,1.2,5.1,0.123,4.3,-2.1,0.361,0.447,0.876,1.0,6.3,4.1,1.9367088607594933,0,1
1340,2019,Thaddeus Young,PF,30.0,IND,81.0,2489.0,16.2,0.569,0.174,0.161,8.7,14.4,12.0,2.4,1.3,12.0,18.0,3.0,3.9,6.9,0.133,0.4,1.1,0.349,0.564,0.644,3.4,1.9,1.9,-1890.3591682419656,1,1
1352,2019,Eric Gordon,SG,30.0,HOU,68.0,2158.0,12.2,0.549,0.64,0.162,0.9,6.9,9.4,0.9,1.1,8.2,22.0,1.7,1.0,2.6,0.059,0.5,-1.8,0.36,0.497,0.783,4.8,2.7,0.5,3.1640211640211637,0,0
1355,2019,P.J. Tucker,PF,33.0,HOU,82.0,2802.0,9.2,0.547,0.74,0.113,4.7,14.4,4.6,2.3,1.2,10.3,9.5,2.0,3.0,5.0,0.086,-1.6,1.0,0.377,0.449,0.695,4.8,2.7,4.0,-799.9999999999999,1,0
1356,2019,Danny Green,SG,31.0,TOR,80.0,2216.0,13.0,0.632,0.69,0.07,3.0,12.2,7.7,1.6,2.0,10.4,14.1,3.0,2.9,5.9,0.128,1.1,0.8,0.455,0.487,0.841,5.8,6.1,3.4,-1694.915254237288,1,1
1357,2019,Kyle Lowry,PG,32.0,TOR,65.0,2213.0,16.5,0.562,0.613,0.263,2.1,12.9,34.8,2.0,1.2,18.1,19.6,3.6,3.0,6.6,0.144,1.7,0.6,0.347,0.514,0.83,5.8,6.1,7.5,545.4545454545456,0,1
1361,2019,Al Horford,C,32.0,BOS,68.0,1973.0,20.2,0.605,0.281,0.131,6.5,18.3,21.2,1.4,3.9,11.8,18.9,4.5,2.9,7.5,0.181,3.3,1.9,0.36,0.604,0.821,4.3,6.3,5.4,7.142857142857144,0,1
1363,2019,Brook Lopez,C,30.0,MIL,81.0,2322.0,14.6,0.597,0.651,0.169,1.5,15.0,5.7,1.0,6.5,8.9,16.7,2.3,4.3,6.7,0.138,0.4,1.8,0.365,0.613,0.842,8.6,9.4,5.5,11.166666666666666,0,1
1364,2019,Joe Ingles,PF,31.0,UTA,82.0,2568.0,13.4,0.581,0.602,0.153,1.5,12.2,26.1,1.8,0.6,18.4,17.5,2.5,3.6,6.0,0.113,0.3,1.1,0.391,0.533,0.707,5.0,2.5,4.8,44.16666666666667,0,1
